Age,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Injury,Days,Games missed,Position_DF,Position_FW,Position_MF,PreferredFoot_ Both,PreferredFoot_ Left,PreferredFoot_ Right
23,12,31,23,1983,22.0,4,2,6,3,1,1,3,0,5.4,4.6,2.4,7.1,34,39,104,0.18,0.09,0.27,0.14,0.23,0.25,0.11,0.36,0.21,0.32,0,0.0,0.0,0,1,0,0,0,1
24,11,105,90,7674,28.399999999999995,12,3,15,12,0,0,24,0,9.899999999999999,9.899999999999999,5.699999999999999,15.600000000000001,135,276,270,0.14,0.04,0.18000000000000002,0.14,0.18000000000000002,0.12,0.07,0.18000000000000002,0.12,0.18000000000000002,3,46.0,4.0,0,1,0,0,0,1
25,4,32,30,2661,29.6,6,1,7,6,0,0,12,0,7.1,7.1,2.4,9.4,64,130,150,0.2,0.03,0.24,0.2,0.24,0.24,0.08,0.32,0.24,0.32,1,9.0,2.0,0,1,0,0,0,1
26,7,10,9,727,8.1,1,1,2,1,0,0,2,0,1.7,1.7,1.2,2.8,10,28,33,0.12,0.12,0.25,0.12,0.25,0.21,0.15,0.35,0.21,0.35,1,32.0,7.0,0,1,0,0,0,1
18,8,16,16,1337,14.9,3,1,4,3,0,0,1,0,1.6466302367941712,1.5162112932604734,1.607650273224044,3.1245901639344265,0,0,0,0.2,0.07,0.27,0.2,0.27,0.1083060109289617,0.1057012750455373,0.2140619307832423,0.1009107468123861,0.2066484517304189,1,6.0,2.0,0,0,1,0,0,1
19,12,42,37,3210,35.7,8,4,12,8,0,0,1,0,1.6466302367941712,1.5162112932604734,1.607650273224044,3.1245901639344265,0,0,0,0.22,0.11,0.34,0.22,0.34,0.1083060109289617,0.1057012750455373,0.2140619307832423,0.1009107468123861,0.2066484517304189,0,0.0,0.0,0,0,1,0,0,1
20,4,19,18,1587,8.8,2,6,8,2,0,0,2,0,2.346630236794171,2.216211293260473,2.107650273224044,4.324590163934427,2,28,6,0.115,0.3,0.415,0.115,0.415,0.09915300546448085,0.08785063752276864,0.18703096539162115,0.09545537340619305,0.18332422586520947,2,240.0,18.0,0,0,1,0,0,1
20,13,19,18,1587,8.8,2,6,8,2,0,0,2,0,2.346630236794171,2.216211293260473,2.107650273224044,4.324590163934427,2,28,6,0.115,0.3,0.415,0.115,0.415,0.09915300546448085,0.08785063752276864,0.18703096539162115,0.09545537340619305,0.18332422586520947,2,240.0,18.0,0,0,1,0,0,1
21,13,23,14,1378,15.3,1,1,2,1,0,0,2,1,1.4,1.4,1.2,2.5,8,33,12,0.07,0.07,0.13,0.07,0.13,0.09,0.08,0.17,0.09,0.17,1,27.0,2.0,0,0,1,0,0,1
22,12,22,15,1412,15.7,0,1,1,0,0,0,2,0,1.4,1.4,1.0,2.3,5,45,18,0.0,0.06,0.06,0.0,0.06,0.09,0.06,0.15,0.09,0.15,1,24.0,6.0,0,0,1,0,0,1
23,11,24,15,1464,16.3,1,1,2,1,0,0,1,0,0.7,0.7,0.8,1.6,2,43,15,0.06,0.06,0.12,0.06,0.12,0.05,0.05,0.1,0.05,0.1,0,0.0,0.0,0,0,1,0,0,1
24,4,33,28,2518,28.0,1,4,5,1,0,0,2,0,3.6,3.6,3.3,6.9,21,116,115,0.04,0.14,0.18,0.04,0.18,0.13,0.12,0.25,0.13,0.25,1,23.0,5.0,0,0,1,0,0,1
25,7,12,8,812,9.0,2,1,3,2,0,0,4,0,1.5,1.5,0.9,2.4,6,48,32,0.22,0.11,0.33,0.22,0.33,0.16,0.1,0.27,0.16,0.27,0,0.0,0.0,0,0,1,0,0,1
20,14,26,20,1888,21.0,1,0,1,1,0,0,6,0,1.103444976076555,1.0722488038277511,1.2692822966507178,2.340478468899521,0,0,0,0.05,0.0,0.05,0.05,0.05,0.0580956937799043,0.0798373205741626,0.1379234449760765,0.0567464114832535,0.1366124401913875,0,0.0,0.0,1,0,0,0,0,1
21,18,18,10,1152,12.8,2,0,2,2,0,0,1,1,1.103444976076555,1.0722488038277511,1.2692822966507178,2.340478468899521,0,0,0,0.16,0.0,0.16,0.16,0.16,0.0580956937799043,0.0798373205741626,0.1379234449760765,0.0567464114832535,0.1366124401913875,0,0.0,0.0,1,0,0,0,0,1
22,1,43,41,3675,40.8,3,1,4,3,0,0,6,0,1.103444976076555,1.0722488038277511,1.2692822966507178,2.340478468899521,0,0,0,0.07,0.02,0.1,0.07,0.1,0.0580956937799043,0.0798373205741626,0.1379234449760765,0.0567464114832535,0.1366124401913875,0,0.0,0.0,1,0,0,0,0,1
23,10,33,32,2928,32.5,3,0,3,3,0,0,5,0,1.1,1.1,0.7,1.8,17,73,10,0.09,0.0,0.09,0.09,0.09,0.03,0.02,0.05,0.03,0.05,1,28.0,5.0,1,0,0,0,0,1
24,13,160,160,13725,30.5,0,5,5,0,0,0,20,0,3.0,3.0,4.5,7.5,25,265,45,0.0,0.03,0.03,0.0,0.03,0.02,0.03,0.05,0.02,0.05,5,76.0,6.0,1,0,0,0,0,1
25,13,24,24,2076,23.1,1,0,1,1,0,0,5,0,0.5,0.5,0.2,0.7,3,21,1,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,1,65.0,12.0,1,0,0,0,0,1
26,12,114,114,9750,18.1,12,0,12,12,0,0,24,0,7.800000000000001,7.800000000000001,0.6000000000000001,8.399999999999999,24,132,12,0.11,0.0,0.11,0.11,0.11,0.07,0.01,0.08,0.07,0.08,6,212.0,27.0,1,0,0,0,0,1
27,11,26,22,2058,22.9,1,0,1,1,0,0,5,0,0.9,0.9,0.4,1.3,0,18,5,0.04,0.0,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06,1,5.0,1.0,1,0,0,0,0,1
28,4,7,2,218,2.4,0,0,0,0,0,0,4,0,0.1,0.1,0.0,0.1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,1,32.0,6.0,1,0,0,0,0,1
29,7,8,7,642,7.1,1,0,1,1,0,0,3,0,0.5,0.5,0.1,0.6,5,18,1,0.14,0.0,0.14,0.14,0.14,0.07,0.01,0.08,0.07,0.08,0,0.0,0.0,1,0,0,0,0,1
16,2,1,1,90,1.0,0,0,0,0,0,0,0,0,4.881318681318681,4.480586080586081,2.6904761904761907,7.167399267399268,0,0,0,0.0,0.1693879387938794,0.4775697569756976,0.0,0.4571197119711971,0.3372283272283272,0.1817460317460317,0.519010989010989,0.3187057387057387,0.5006105006105006,1,3.0,0.0,0,1,0,0,0,1
17,4,5,1,119,1.3,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,3,4,10,0.0,0.0,0.0,0.0,0.0,0.56,0.13,0.69,0.56,0.69,1,32.0,8.0,0,1,0,0,0,1
18,10,80,75,6835,15.2,65,30,95,45,20,25,0,0,58.5,38.5,21.5,60.0,245,130,490,0.86,0.4,1.25,0.59,0.99,0.77,0.29,1.05,0.51,0.79,5,61.0,15.0,0,1,0,0,0,1
19,6,37,14,1507,16.7,9,1,10,9,0,0,3,0,7.3,7.3,2.3,9.5,46,36,98,0.54,0.06,0.6,0.54,0.6,0.43,0.14,0.57,0.43,0.57,0,0.0,0.0,0,1,0,0,0,1
20,5,34,30,2340,26.0,17,2,19,17,0,1,4,0,16.8,16.0,1.8,17.8,44,44,153,0.65,0.08,0.73,0.65,0.73,0.64,0.07,0.71,0.61,0.68,0,0.0,0.0,0,1,0,0,0,1
21,6,64,52,4280,23.8,12,4,16,8,4,4,12,0,19.6,16.4,6.4,22.8,116,86,320,0.25,0.08,0.34,0.17,0.25,0.41,0.13,0.55,0.35,0.48,2,26.0,5.0,0,1,0,0,0,1
22,4,24,19,1674,9.299999999999999,11,1,12,9,2,2,3,0,8.399999999999999,6.9,2.3000000000000003,9.200000000000001,44,51,133,0.59,0.03,0.62,0.53,0.56,0.305,0.095,0.4,0.26,0.35,2,212.0,32.0,0,1,0,0,0,1
23,7,9,7,572,6.4,7,0,7,6,1,1,0,0,6.0,5.3,0.3,5.5,14,11,29,1.1,0.0,1.1,0.94,0.94,0.95,0.05,0.99,0.83,0.87,1,30.0,6.0,0,1,0,0,0,1
22,1,45,45,3887,43.2,20,8,28,19,1,2,6,0,4.881318681318681,4.480586080586081,2.6904761904761907,7.167399267399268,0,0,0,0.46,0.19,0.65,0.44,0.63,0.3372283272283272,0.1817460317460317,0.519010989010989,0.3187057387057387,0.5006105006105006,0,0.0,0.0,0,1,0,0,0,1
23,16,13,9,771,8.6,5,0,5,4,1,1,0,0,4.881318681318681,4.480586080586081,2.6904761904761907,7.167399267399268,0,0,0,0.58,0.0,0.58,0.47,0.47,0.3372283272283272,0.1817460317460317,0.519010989010989,0.3187057387057387,0.5006105006105006,1,189.0,36.0,0,1,0,0,0,1
24,9,20,16,1423,15.8,6,0,6,3,3,3,0,0,4.881318681318681,4.480586080586081,2.6904761904761907,7.167399267399268,0,0,0,0.38,0.0,0.38,0.19,0.19,0.3372283272283272,0.1817460317460317,0.519010989010989,0.3187057387057387,0.5006105006105006,1,260.0,33.0,0,1,0,0,0,1
25,12,28,23,1981,22.0,8,2,10,8,0,0,0,0,7.6,7.6,1.5,9.1,34,39,170,0.36,0.09,0.45,0.36,0.45,0.34,0.07,0.41,0.34,0.41,0,0.0,0.0,0,1,0,0,0,1
26,14,90,87,7584,28.100000000000005,42,27,69,39,3,6,9,0,40.2,35.7,16.200000000000003,51.599999999999994,147,132,591,0.5,0.32,0.82,0.46,0.7799999999999999,0.48,0.19000000000000003,0.67,0.42,0.61,3,72.0,11.0,0,1,0,0,0,1
27,18,35,32,2908,32.3,8,1,9,8,0,0,10,0,9.9,9.9,2.8,12.8,45,52,197,0.25,0.03,0.28,0.25,0.28,0.31,0.09,0.39,0.31,0.39,1,12.0,1.0,0,1,0,0,0,1
28,12,104,92,8336,23.2,48,20,68,32,16,16,8,0,49.6,37.2,11.2,48.4,168,128,464,0.52,0.22,0.73,0.35,0.56,0.54,0.12,0.66,0.4,0.52,4,99.0,18.0,0,1,0,0,0,1
29,11,36,32,2772,15.4,16,0,16,12,4,4,8,0,12.4,9.2,1.0,10.2,28,18,104,0.52,0.0,0.52,0.39,0.39,0.4,0.03,0.43,0.3,0.33,2,173.0,30.0,0,1,0,0,0,1
30,4,62,42,3754,20.9,36,10,46,30,6,6,8,0,35.0,30.2,5.4,35.6,54,38,236,0.86,0.24,1.1,0.72,0.96,0.84,0.13,0.97,0.72,0.85,2,45.0,9.0,0,1,0,0,0,1
31,7,10,5,484,5.4,7,0,7,5,2,2,1,0,5.9,4.4,0.0,4.4,6,4,36,1.3,0.0,1.3,0.93,0.93,1.11,0.0,1.11,0.81,0.82,1,13.0,4.0,0,1,0,0,0,1
18,11,28,27,2383,26.5,2,1,3,2,0,0,6,1,1.103444976076555,1.0722488038277511,1.2692822966507178,2.340478468899521,0,0,0,0.08,0.04,0.11,0.08,0.11,0.0580956937799043,0.0798373205741626,0.1379234449760765,0.0567464114832535,0.1366124401913875,0,0.0,0.0,1,0,0,0,1,0
19,10,26,26,2340,26.0,2,4,6,2,0,0,0,0,2.0,2.0,1.4,3.4,24,121,14,0.08,0.15,0.23,0.08,0.23,0.08,0.05,0.13,0.08,0.13,0,0.0,0.0,1,0,0,0,1,0
20,1,37,37,3309,36.8,0,0,0,0,0,0,2,0,1.2,1.2,0.3,1.5,24,183,7,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,0,0.0,0.0,1,0,0,0,1,0
21,10,50,50,4500,25.0,6,2,8,6,0,0,8,0,3.2,3.2,0.4,3.8,24,158,0,0.12,0.04,0.16,0.12,0.16,0.06,0.01,0.07,0.06,0.07,2,84.0,22.0,1,0,0,0,1,0
22,4,36,35,3127,34.7,0,0,0,0,0,0,2,0,2.5,2.5,1.0,3.5,8,87,5,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,1,7.0,2.0,1,0,0,0,1,0
23,7,5,5,446,5.0,1,1,2,1,0,0,1,0,0.3,0.3,0.7,1.0,0,9,2,0.2,0.2,0.4,0.2,0.4,0.06,0.14,0.2,0.06,0.2,1,19.0,2.0,1,0,0,0,1,0
17,16,19,17,1560,17.3,2,3,5,2,0,0,3,0,1.6466302367941712,1.5162112932604734,1.607650273224044,3.1245901639344265,0,0,0,0.12,0.17,0.29,0.12,0.29,0.1083060109289617,0.1057012750455373,0.2140619307832423,0.1009107468123861,0.2066484517304189,0,0.0,0.0,0,0,1,0,0,1
18,1,34,33,2907,32.3,3,5,8,3,0,0,12,0,1.4,1.4,4.3,5.7,50,227,30,0.09,0.15,0.25,0.09,0.25,0.04,0.13,0.18,0.04,0.18,0,0.0,0.0,0,0,1,0,0,1
19,19,70,68,6028,33.5,2,14,16,2,0,0,18,0,2.4,2.4,12.6,15.0,90,362,76,0.03,0.21,0.24,0.03,0.24,0.04,0.19,0.22,0.04,0.22,2,25.0,2.0,0,0,1,0,0,1
20,2,150,102,7980,14.800000000000002,0,0,0,0,0,0,6,6,2.4000000000000004,2.4000000000000004,7.800000000000001,10.2,132,504,90,0.0,0.0,0.0,0.0,0.0,0.03,0.09000000000000001,0.12,0.03,0.12,6,19.0,8.0,0,0,1,0,0,1
21,1,36,31,2600,28.9,5,2,7,5,0,0,9,0,4.1,4.1,4.0,8.1,51,141,46,0.17,0.07,0.24,0.17,0.24,0.14,0.14,0.28,0.14,0.28,1,2.0,1.0,0,0,1,0,0,1
22,4,102,90,8139,30.100000000000005,6,21,27,6,0,0,21,0,7.199999999999999,7.199999999999999,17.1,24.299999999999997,183,477,258,0.07,0.23,0.3,0.07,0.3,0.08,0.19000000000000003,0.27,0.08,0.27,3,26.0,6.0,0,0,1,0,0,1
23,7,8,5,438,4.9,1,0,1,1,0,0,2,0,0.7,0.7,0.6,1.3,11,19,21,0.21,0.0,0.21,0.21,0.21,0.13,0.13,0.26,0.13,0.26,0,0.0,0.0,0,0,1,0,0,1
16,6,9,4,493,5.5,2,2,4,2,0,0,1,0,1.6466302367941712,1.5162112932604734,1.607650273224044,3.1245901639344265,0,0,0,0.37,0.37,0.73,0.37,0.73,0.1083060109289617,0.1057012750455373,0.2140619307832423,0.1009107468123861,0.2066484517304189,0,0.0,0.0,0,0,1,0,0,1
17,13,10,9,814,4.5,5,1,6,4,1,2,1,0,1.6466302367941712,1.5162112932604734,1.607650273224044,3.1245901639344265,0,0,1,0.28,0.055,0.335,0.22,0.28,0.05415300546448085,0.05285063752276865,0.10703096539162114,0.05045537340619305,0.10332422586520945,2,28.0,2.0,0,0,1,0,0,1
17,12,10,9,814,4.5,5,1,6,4,1,2,1,0,1.6466302367941712,1.5162112932604734,1.607650273224044,3.1245901639344265,0,0,1,0.28,0.055,0.335,0.22,0.28,0.05415300546448085,0.05285063752276865,0.10703096539162114,0.05045537340619305,0.10332422586520945,2,28.0,2.0,0,0,1,0,0,1
18,8,28,27,2285,12.7,12,6,18,9,3,3,3,0,3.2932604735883424,3.032422586520947,3.215300546448088,6.249180327868853,0,0,0,0.605,0.155,0.76,0.35,0.505,0.1083060109289617,0.1057012750455373,0.2140619307832423,0.1009107468123861,0.2066484517304189,0,0.0,0.0,0,0,1,0,0,1
18,3,28,27,2285,12.7,12,6,18,9,3,3,3,0,3.2932604735883424,3.032422586520947,3.215300546448088,6.249180327868853,0,0,0,0.605,0.155,0.76,0.35,0.505,0.1083060109289617,0.1057012750455373,0.2140619307832423,0.1009107468123861,0.2066484517304189,0,0.0,0.0,0,0,1,0,0,1
19,4,22,3,410,4.6,0,1,1,0,0,0,0,0,1.0,1.0,1.3,2.3,23,24,35,0.0,0.22,0.22,0.0,0.22,0.22,0.28,0.51,0.22,0.51,0,0.0,0.0,0,0,1,0,0,1
20,7,9,4,411,4.6,0,1,1,0,0,0,0,0,0.7,0.7,0.9,1.6,14,26,33,0.0,0.22,0.22,0.0,0.22,0.16,0.19,0.35,0.16,0.35,0,0.0,0.0,0,0,1,0,0,1
19,3,33,25,2038,7.533333333333334,10,2,12,10,0,0,1,0,9.862637362637361,9.061172161172161,5.380952380952381,14.434798534798535,0,2,2,0.3433333333333333,0.06666666666666667,0.4166666666666667,0.3433333333333333,0.4166666666666667,0.43815221815221816,0.12116402116402114,0.5593406593406592,0.42580382580382575,0.5470736670736671,0,0.0,0.0,0,1,0,0,0,1
19,22,33,25,2038,7.533333333333334,10,2,12,10,0,0,1,0,9.862637362637361,9.061172161172161,5.380952380952381,14.434798534798535,0,2,2,0.3433333333333333,0.06666666666666667,0.4166666666666667,0.3433333333333333,0.4166666666666667,0.43815221815221816,0.12116402116402114,0.5593406593406592,0.42580382580382575,0.5470736670736671,0,0.0,0.0,0,1,0,0,0,1
19,9,33,25,2038,7.533333333333334,10,2,12,10,0,0,1,0,9.862637362637361,9.061172161172161,5.380952380952381,14.434798534798535,0,2,2,0.3433333333333333,0.06666666666666667,0.4166666666666667,0.3433333333333333,0.4166666666666667,0.43815221815221816,0.12116402116402114,0.5593406593406592,0.42580382580382575,0.5470736670736671,0,0.0,0.0,0,1,0,0,0,1
20,4,42,37,3218,17.9,10,8,18,10,0,0,1,0,11.0,11.0,8.299999999999999,19.299999999999997,174,112,323,0.22999999999999998,0.21,0.44,0.22999999999999998,0.44,0.31999999999999995,0.21000000000000002,0.535,0.31999999999999995,0.535,0,0.0,0.0,0,1,0,0,0,1
20,9,42,37,3218,17.9,10,8,18,10,0,0,1,0,11.0,11.0,8.299999999999999,19.299999999999997,174,112,323,0.22999999999999998,0.21,0.44,0.22999999999999998,0.44,0.31999999999999995,0.21000000000000002,0.535,0.31999999999999995,0.535,0,0.0,0.0,0,1,0,0,0,1
21,5,36,24,2083,23.1,6,8,14,6,0,0,0,0,8.1,8.1,4.1,12.2,95,90,221,0.26,0.35,0.6,0.26,0.6,0.35,0.18,0.53,0.35,0.53,0,0.0,0.0,0,1,0,0,0,1
22,5,25,22,1945,21.6,9,4,13,9,0,0,0,0,5.9,5.9,1.6,7.5,105,56,163,0.42,0.19,0.6,0.42,0.6,0.27,0.07,0.35,0.27,0.35,1,122.0,16.0,0,1,0,0,0,1
23,8,32,24,2101,23.3,6,10,16,6,0,0,2,0,5.6,5.6,4.6,10.2,107,59,237,0.26,0.43,0.69,0.26,0.69,0.24,0.2,0.44,0.24,0.44,0,0.0,0.0,0,1,0,0,0,1
24,18,34,32,2711,30.1,13,1,14,13,0,0,3,0,8.9,8.9,3.1,12.0,100,79,257,0.43,0.03,0.46,0.43,0.46,0.3,0.1,0.4,0.3,0.4,0,0.0,0.0,0,1,0,0,0,1
25,7,6,2,187,2.1,1,1,2,1,0,0,1,0,0.7,0.7,0.9,1.6,15,5,16,0.48,0.48,0.96,0.48,0.96,0.35,0.42,0.76,0.35,0.76,0,0.0,0.0,0,1,0,0,0,1
16,1,6,3,315,3.5,1,0,1,1,0,0,0,0,1.103444976076555,1.0722488038277511,1.2692822966507178,2.340478468899521,0,0,0,0.29,0.0,0.29,0.29,0.29,0.0580956937799043,0.0798373205741626,0.1379234449760765,0.0567464114832535,0.1366124401913875,0,0.0,0.0,1,0,0,0,0,1
17,2,20,20,1717,19.1,2,6,8,2,0,0,4,1,1.103444976076555,1.0722488038277511,1.2692822966507178,2.340478468899521,0,0,0,0.1,0.31,0.42,0.1,0.42,0.0580956937799043,0.0798373205741626,0.1379234449760765,0.0567464114832535,0.1366124401913875,0,0.0,0.0,1,0,0,0,0,1
18,15,28,25,2202,24.5,1,1,2,1,0,0,2,0,1.4,1.4,2.7,4.1,79,80,118,0.04,0.04,0.08,0.04,0.08,0.06,0.11,0.17,0.06,0.17,0,0.0,0.0,1,0,0,0,0,1
19,20,3,1,73,0.4,0,0,0,0,0,0,0,0,1.103444976076555,1.0722488038277511,1.2692822966507178,2.340478468899521,0,0,0,0.0,0.0,0.0,0.0,0.0,0.02904784688995215,0.0399186602870813,0.06896172248803825,0.02837320574162675,0.06830622009569375,0,0.0,0.0,1,0,0,0,0,1
19,1,3,1,73,0.4,0,0,0,0,0,0,0,0,1.103444976076555,1.0722488038277511,1.2692822966507178,2.340478468899521,0,0,0,0.0,0.0,0.0,0.0,0.0,0.02904784688995215,0.0399186602870813,0.06896172248803825,0.02837320574162675,0.06830622009569375,0,0.0,0.0,1,0,0,0,0,1
20,7,7,1,229,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,8,12,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0,0.0,0.0,1,0,0,0,0,1
17,1,12,12,1070,11.9,1,5,6,1,0,0,2,0,1.6466302367941712,1.5162112932604734,1.607650273224044,3.1245901639344265,0,0,0,0.08,0.42,0.5,0.08,0.5,0.1083060109289617,0.1057012750455373,0.2140619307832423,0.1009107468123861,0.2066484517304189,0,0.0,0.0,0,0,1,0,0,1
18,2,14,13,1087,6.05,6,3,9,6,0,0,1,0,1.7466302367941713,1.6162112932604735,1.607650273224044,3.2245901639344265,0,1,7,0.265,0.13,0.395,0.265,0.395,0.13415300546448083,0.05285063752276865,0.18703096539162115,0.13045537340619306,0.18332422586520947,0,0.0,0.0,0,0,1,0,0,1
18,5,14,13,1087,6.05,6,3,9,6,0,0,1,0,1.7466302367941713,1.6162112932604735,1.607650273224044,3.2245901639344265,0,1,7,0.265,0.13,0.395,0.265,0.395,0.13415300546448083,0.05285063752276865,0.18703096539162115,0.13045537340619306,0.18332422586520947,0,0.0,0.0,0,0,1,0,0,1
19,8,29,8,857,9.5,1,1,2,1,0,0,2,0,1.6,1.6,1.1,2.7,39,41,51,0.11,0.11,0.21,0.11,0.21,0.17,0.11,0.28,0.17,0.28,1,12.0,2.0,0,0,1,0,0,1
20,8,22,14,1306,4.833333333333333,8,0,8,8,0,1,1,0,5.846630236794171,4.816211293260474,2.2076502732240444,6.924590163934426,31,40,47,0.24666666666666667,0.0,0.24666666666666667,0.24666666666666667,0.24666666666666667,0.18943533697632056,0.05856709168184576,0.2480206435944141,0.16030358227079536,0.218882817243473,0,0.0,0.0,0,0,1,0,0,1
20,10,22,14,1306,4.833333333333333,8,0,8,8,0,1,1,0,5.846630236794171,4.816211293260474,2.2076502732240444,6.924590163934426,31,40,47,0.24666666666666667,0.0,0.24666666666666667,0.24666666666666667,0.24666666666666667,0.18943533697632056,0.05856709168184576,0.2480206435944141,0.16030358227079536,0.218882817243473,0,0.0,0.0,0,0,1,0,0,1
20,12,22,14,1306,4.833333333333333,8,0,8,8,0,1,1,0,5.846630236794171,4.816211293260474,2.2076502732240444,6.924590163934426,31,40,47,0.24666666666666667,0.0,0.24666666666666667,0.24666666666666667,0.24666666666666667,0.18943533697632056,0.05856709168184576,0.2480206435944141,0.16030358227079536,0.218882817243473,0,0.0,0.0,0,0,1,0,0,1
21,11,87,72,6114,22.600000000000005,6,0,6,6,0,0,0,0,9.600000000000001,9.600000000000001,3.5999999999999996,13.200000000000001,144,174,231,0.09000000000000001,0.0,0.09000000000000001,0.09000000000000001,0.09000000000000001,0.14,0.05000000000000001,0.20000000000000004,0.14,0.20000000000000004,3,40.0,5.0,0,0,1,0,0,1
22,4,35,31,2558,28.4,3,6,9,3,0,0,1,0,7.0,7.0,6.0,13.0,97,121,152,0.11,0.21,0.32,0.11,0.32,0.25,0.21,0.46,0.25,0.46,1,18.0,3.0,0,0,1,0,0,1
23,7,3,1,137,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,6,3,9,0.0,0.0,0.0,0.0,0.0,0.09,0.21,0.29,0.09,0.29,1,83.0,12.0,0,0,1,0,0,1
20,8,40,29,2697,30.0,9,10,19,9,0,1,2,0,1.103444976076555,1.0722488038277511,1.2692822966507178,2.340478468899521,0,0,0,0.3,0.33,0.63,0.3,0.63,0.0580956937799043,0.0798373205741626,0.1379234449760765,0.0567464114832535,0.1366124401913875,0,0.0,0.0,1,0,0,0,0,1
21,8,38,32,2622,29.1,9,6,15,9,0,0,1,0,1.103444976076555,1.0722488038277511,1.2692822966507178,2.340478468899521,0,0,0,0.31,0.21,0.51,0.31,0.51,0.0580956937799043,0.0798373205741626,0.1379234449760765,0.0567464114832535,0.1366124401913875,0,0.0,0.0,1,0,0,0,0,1
22,10,25,13,1148,12.8,1,1,2,1,0,0,0,0,1.8,1.8,1.3,3.1,48,32,85,0.08,0.08,0.16,0.08,0.16,0.14,0.1,0.24,0.14,0.24,0,0.0,0.0,1,0,0,0,0,1
23,13,22,11,1027,5.75,2,2,4,2,0,0,1,0,2.0,2.0,2.0,3.9000000000000004,41,23,87,0.125,0.21,0.33499999999999996,0.125,0.33499999999999996,0.125,0.175,0.30000000000000004,0.125,0.30000000000000004,0,0.0,0.0,1,0,0,0,0,1
23,4,22,11,1027,5.75,2,2,4,2,0,0,1,0,2.0,2.0,2.0,3.9000000000000004,41,23,87,0.125,0.21,0.33499999999999996,0.125,0.33499999999999996,0.125,0.175,0.30000000000000004,0.125,0.30000000000000004,0,0.0,0.0,1,0,0,0,0,1
24,16,39,24,2298,25.5,9,4,13,9,0,0,0,0,7.7,7.7,5.0,12.7,120,53,147,0.35,0.16,0.51,0.35,0.51,0.3,0.2,0.5,0.3,0.5,0,0.0,0.0,1,0,0,0,0,1
25,12,26,17,1626,18.1,2,3,5,2,0,0,3,0,1.7,1.7,3.8,5.4,48,47,46,0.11,0.17,0.28,0.11,0.28,0.09,0.21,0.3,0.09,0.3,0,0.0,0.0,1,0,0,0,0,1
26,11,33,13,1473,16.4,1,2,3,1,0,0,4,0,2.2,2.2,2.6,4.8,51,44,80,0.06,0.12,0.18,0.06,0.18,0.13,0.16,0.29,0.13,0.29,0,0.0,0.0,1,0,0,0,0,1
27,4,36,14,1251,13.9,4,2,6,4,0,0,0,0,3.3,3.3,2.8,6.1,66,57,141,0.29,0.14,0.43,0.29,0.43,0.24,0.2,0.44,0.24,0.44,0,0.0,0.0,1,0,0,0,0,1
28,7,5,1,121,1.3,1,3,4,1,0,0,0,0,0.1,0.1,1.4,1.5,6,10,13,0.74,2.23,2.98,0.74,2.98,0.07,1.05,1.12,0.07,1.12,0,0.0,0.0,1,0,0,0,0,1
21,6,26,25,2053,7.566666666666666,2,3,5,1,1,1,3,0,2.20688995215311,2.1444976076555022,2.6385645933014357,4.780956937799042,2,5,6,0.09000000000000001,0.10999999999999999,0.19999999999999998,0.02,0.13,0.0387304625199362,0.07322488038277507,0.11194896331738434,0.037830940988835667,0.11107496012759166,3,81.0,9.0,1,0,0,0,1,0
21,3,26,25,2053,7.566666666666666,2,3,5,1,1,1,3,0,2.20688995215311,2.1444976076555022,2.6385645933014357,4.780956937799042,2,5,6,0.09000000000000001,0.10999999999999999,0.19999999999999998,0.02,0.13,0.0387304625199362,0.07322488038277507,0.11194896331738434,0.037830940988835667,0.11107496012759166,3,81.0,9.0,1,0,0,0,1,0
21,17,26,25,2053,7.566666666666666,2,3,5,1,1,1,3,0,2.20688995215311,2.1444976076555022,2.6385645933014357,4.780956937799042,2,5,6,0.09000000000000001,0.10999999999999999,0.19999999999999998,0.02,0.13,0.0387304625199362,0.07322488038277507,0.11194896331738434,0.037830940988835667,0.11107496012759166,3,81.0,9.0,1,0,0,0,1,0
22,16,32,26,2372,13.2,2,6,8,2,0,0,4,0,1.0,1.0,4.6,5.6,48,106,178,0.08,0.23,0.3,0.08,0.3,0.04,0.17,0.21,0.04,0.21,2,13.0,1.0,1,0,0,0,1,0
