Name,Season,Injury,from,until,Days,Games missed
João Pedro,19/20,Ankle injury,"Jul 21, 2019","Aug 8, 2019",18 days,4
Welbeck,23/24,Hamstring injury,"Oct 21, 2023",-,37 days,7
Welbeck,22/23,Calf injury,"Feb 4, 2023","Feb 4, 2023",0 days,1
Welbeck,22/23,unknown injury,"Dec 23, 2022","Jan 4, 2023",12 days,3
Welbeck,21/22,Hamstring injury,"Sep 27, 2021","Dec 25, 2021",89 days,12
Welbeck,21/22,Hamstring injury,"Jul 24, 2021","Aug 27, 2021",34 days,3
Welbeck,20/21,Knee problems,"Dec 30, 2020","Feb 5, 2021",37 days,8
Welbeck,20/21,bruise,"Oct 20, 2020","Oct 25, 2020",5 days,-
Welbeck,19/20,Hamstring injury,"Oct 20, 2019","Jan 31, 2020",103 days,18
Welbeck,18/19,Ankle injury,"Nov 9, 2018","May 31, 2019",203 days,41
Welbeck,17/18,Groin strain,"Oct 16, 2017","Nov 18, 2017",33 days,9
Welbeck,17/18,Hip injury,"Sep 18, 2017","Oct 12, 2017",24 days,6
Welbeck,16/17,Toe injury,"Apr 17, 2017","Apr 20, 2017",3 days,1
Welbeck,15/16,Cartilage damage,"May 9, 2016","Jan 2, 2017",238 days,42
Welbeck,15/16,Knee surgery,"Sep 3, 2015","Feb 4, 2016",154 days,36
Welbeck,14/15,Patellar tendon problems,"May 4, 2015","Sep 3, 2015",122 days,18
Welbeck,14/15,Knee problems,"Mar 30, 2015","Apr 2, 2015",3 days,1
Turner,21/22,Hairline crack in foot,"Feb 18, 2022","Apr 28, 2022",69 days,15
Turner,21/22,Foot injury,"Feb 3, 2022","Feb 17, 2022",14 days,-
Vlachodimos,21/22,Corona virus,"Jan 6, 2022","Jan 11, 2022",5 days,1
Vlachodimos,20/21,Corona virus,"Jan 24, 2021","Jan 31, 2021",7 days,2
Vlachodimos,13/14,Meniscus tear,"Nov 23, 2013","Dec 31, 2013",38 days,5
Hennessey,20/21,Hamstring strain,"Oct 16, 2020","Feb 15, 2021",122 days,24
Hennessey,18/19,Thigh problems,"Jan 12, 2019","Jan 30, 2019",18 days,4
Hennessey,18/19,Knock,"Dec 14, 2018","Dec 29, 2018",15 days,3
Hennessey,18/19,Back problems,"Dec 14, 2018","Dec 26, 2018",12 days,3
Hennessey,17/18,bruise,"Oct 10, 2017","Oct 20, 2017",10 days,1
Hennessey,15/16,Back problems,"Jun 9, 2016","Jun 13, 2016",4 days,1
Niakhaté,22/23,Hamstring injury,"Aug 15, 2022","Mar 17, 2023",214 days,44
Niakhaté,21/22,Corona virus,"Jan 4, 2022","Jan 11, 2022",7 days,2
Niakhaté,21/22,Hamstring injury,"Sep 12, 2021","Sep 28, 2021",16 days,2
Worrall,21/22,Rib fracture,"Jan 16, 2022","Feb 5, 2022",20 days,3
Worrall,21/22,Calf problems,"Aug 1, 2021","Aug 20, 2021",19 days,4
Worrall,20/21,Corona virus,"Sep 25, 2020","Dec 1, 2020",67 days,12
Worrall,20/21,Broken foot,"Sep 20, 2020","Dec 30, 2020",101 days,20
Worrall,18/19,Ill,"Apr 7, 2019","May 12, 2019",35 days,5
Worrall,18/19,Achilles tendon irritation,"Aug 4, 2018","Aug 29, 2018",25 days,7
McKenna,22/23,Shoulder injury,"Apr 22, 2023","Jun 5, 2023",44 days,7
McKenna,22/23,Hamstring injury,"Feb 11, 2023","Apr 8, 2023",56 days,9
McKenna,21/22,Hamstring injury,"Mar 16, 2022","Apr 1, 2022",16 days,2
McKenna,19/20,Hamstring injury,"Feb 29, 2020","May 31, 2020",92 days,3
McKenna,19/20,Torn thigh muscle,"Aug 24, 2019","Oct 1, 2019",38 days,8
McKenna,18/19,Hamstring injury,"Aug 5, 2018","Sep 14, 2018",40 days,7
McKenna,16/17,Ankle injury,"Sep 12, 2016","Oct 31, 2016",49 days,10
McKenna,14/15,Knee injury,"Dec 25, 2014","Jan 31, 2015",37 days,-
Boly,22/23,Hamstring injury,"Feb 11, 2023","May 7, 2023",85 days,13
Boly,21/22,Leg injury,"Dec 18, 2021","Feb 25, 2022",69 days,14
Boly,21/22,unknown injury,"Nov 30, 2021","Dec 6, 2021",6 days,2
Boly,21/22,Hamstring injury,"Jul 25, 2021","Aug 14, 2021",20 days,1
Boly,20/21,Corona virus,"Apr 1, 2021","Apr 15, 2021",14 days,2
Boly,20/21,bruise,"Feb 3, 2021","Feb 28, 2021",25 days,5
Boly,20/21,Muscle injury,"Dec 26, 2020","Jan 15, 2021",20 days,5
Boly,19/20,Ankle injury,"Oct 26, 2019","Jan 22, 2020",88 days,22
Felipe,21/22,Ligament injury,"Jun 20, 2021","Aug 28, 2021",69 days,2
Felipe,19/20,Knock,"Jul 2, 2020","Jul 6, 2020",4 days,1
Felipe,19/20,stomach problems,"Jun 10, 2020","Jun 26, 2020",16 days,4
Tavares,22/23,Thigh problems,"Feb 6, 2023","Feb 17, 2023",11 days,2
Tavares,20/21,Ankle injury,"Apr 2, 2021","Apr 12, 2021",10 days,2
Tavares,20/21,Corona virus,"Jan 20, 2021","Jan 28, 2021",8 days,3
Tavares,20/21,Hip injury,"Nov 19, 2020","Dec 2, 2020",13 days,3
Toffolo,17/18,unknown injury,"Aug 1, 2017","Aug 13, 2017",12 days,3
Williams,23/24,Arch problems,"Sep 2, 2023","Oct 1, 2023",29 days,6
Williams,22/23,Facial fracture,"Apr 26, 2023","May 29, 2023",33 days,6
Williams,20/21,Ankle injury,"Nov 19, 2020","Nov 21, 2020",2 days,-
Williams,20/21,Ill,"Nov 7, 2020","Nov 9, 2020",2 days,1
Williams,20/21,Quarantine,"Sep 12, 2020","Sep 20, 2020",8 days,2
Williams,20/21,Ill,"Jul 21, 2020","Jul 23, 2020",2 days,1
Williams,19/20,Fitness,"Feb 24, 2020","Feb 29, 2020",5 days,2
Williams,19/20,Ill,"Jan 29, 2020","Feb 1, 2020",3 days,2
Williams,19/20,Fitness,"Jan 18, 2020","Jan 20, 2020",2 days,1
Williams,18/19,Hip problems,"Jan 11, 2019","Jan 27, 2019",16 days,2
Montiel,21/22,Knock,"Feb 28, 2022","Mar 14, 2022",14 days,3
Montiel,21/22,Torn muscle bundle,"Feb 7, 2022","Feb 21, 2022",14 days,3
Montiel,21/22,Thigh problems,"Dec 20, 2021","Jan 3, 2022",14 days,2
Montiel,21/22,Thigh problems,"Aug 5, 2021","Aug 16, 2021",11 days,2
Montiel,20/21,Corona virus,"May 17, 2021","Jun 3, 2021",17 days,2
Montiel,20/21,Thigh problems,"May 10, 2021","May 13, 2021",3 days,1
Montiel,20/21,Mononucleation,"Feb 25, 2021","Apr 1, 2021",35 days,6
Montiel,18/19,Hamstring strain,"May 9, 2019","May 27, 2019",18 days,3
Montiel,18/19,Knee problems,"Feb 18, 2019","Mar 4, 2019",14 days,3
Aurier,22/23,Calf injury,"Feb 18, 2023","Mar 5, 2023",15 days,3
Aurier,21/22,Hip problems,"Nov 27, 2021","Jan 2, 2022",36 days,8
Aurier,20/21,Groin injury,"May 15, 2021","May 18, 2021",3 days,1
Aurier,20/21,Foot injury,"Feb 7, 2021","Feb 26, 2021",19 days,6
Aurier,20/21,Knock,"Dec 7, 2020","Dec 12, 2020",5 days,1
Aurier,20/21,Arch problems,"Oct 30, 2020","Nov 7, 2020",8 days,2
Aurier,20/21,Knock,"Sep 14, 2020","Sep 19, 2020",5 days,1
Aurier,19/20,Cheekbone bruise,"Dec 11, 2019","Dec 11, 2019",0 days,1
Aurier,19/20,Arch problems,"Nov 6, 2019","Nov 6, 2019",0 days,1
Aurier,19/20,Bruised back,"Sep 18, 2019","Sep 18, 2019",0 days,1
Aurier,19/20,Broken arm,"Aug 17, 2019","Aug 28, 2019",11 days,2
Aurier,19/20,Hand injury,"Jul 29, 2019","Aug 9, 2019",11 days,-
Aurier,18/19,Hamstring injury,"Mar 9, 2019","May 12, 2019",64 days,15
Aurier,18/19,Ill,"Feb 1, 2019","Feb 8, 2019",7 days,1
Aurier,18/19,Groin injury,"Dec 8, 2018","Jan 12, 2019",35 days,10
Aurier,18/19,Thigh problems,"Sep 26, 2018","Oct 11, 2018",15 days,4
Aurier,16/17,unknown injury,"Sep 1, 2016","Sep 22, 2016",21 days,5
Aurier,15/16,minor knock,"Mar 31, 2016","Apr 4, 2016",4 days,1
Aurier,14/15,Adductor pain,"Apr 27, 2015","May 4, 2015",7 days,2
Aurier,14/15,Adductor pain,"Feb 16, 2015","Mar 30, 2015",42 days,10
Aina,22/23,Muscle injury,"Mar 29, 2023","May 10, 2023",42 days,7
Aina,22/23,Hamstring muscle injury,"Oct 22, 2022","Jan 23, 2023",93 days,12
Aina,20/21,Fitness,"Sep 11, 2020","Oct 3, 2020",22 days,6
Aina,18/19,flu,"May 11, 2019","May 13, 2019",2 days,1
Aina,18/19,unknown injury,"Mar 3, 2019","Mar 5, 2019",2 days,1
Aina,18/19,bruise,"Nov 20, 2018","Dec 1, 2018",11 days,1
Aina,18/19,Muscle injury,"Sep 3, 2018","Sep 10, 2018",7 days,1
Sangaré,22/23,Ill,"Feb 17, 2023","Feb 22, 2023",5 days,1
Sangaré,22/23,Ill,"Nov 1, 2022","Nov 4, 2022",3 days,1
Sangaré,22/23,Ill,"Sep 10, 2022","Sep 13, 2022",3 days,1
Sangaré,21/22,unknown injury,"Sep 9, 2021","Sep 23, 2021",14 days,4
Sangaré,18/19,Tendon rupture,"Oct 20, 2018","Jan 1, 2019",73 days,11
Kouyaté,22/23,Hamstring injury,"Nov 21, 2022","Jan 3, 2023",43 days,6
Kouyaté,19/20,Ankle injury,"Feb 23, 2020","Feb 28, 2020",5 days,-
Kouyaté,19/20,Head injury,"Nov 4, 2019","Nov 8, 2019",4 days,-
Kouyaté,19/20,Ankle injury,"Sep 15, 2019","Sep 21, 2019",6 days,-
Kouyaté,18/19,Ankle injury,"Jan 31, 2019","Feb 22, 2019",22 days,3
Kouyaté,18/19,Knock,"Dec 16, 2018","Dec 25, 2018",9 days,1
Kouyaté,18/19,Knock,"Oct 29, 2018","Nov 3, 2018",5 days,1
Kouyaté,17/18,Hamstring injury,"Dec 3, 2017","Dec 23, 2017",20 days,6
Kouyaté,17/18,Knee injury,"Jul 15, 2017","Aug 23, 2017",39 days,3
Kouyaté,16/17,Groin strain,"Nov 30, 2016","Dec 14, 2016",14 days,4
Kouyaté,14/15,Groin injury,"Sep 20, 2014","Oct 19, 2014",29 days,6
Danilo,23/24,unknown injury,"Sep 2, 2023","Nov 4, 2023",63 days,7
Danilo,20/21,Corona virus,"Nov 20, 2020","Nov 28, 2020",8 days,3
Mangala,22/23,Muscle injury,"Aug 21, 2022","Oct 1, 2022",41 days,7
Mangala,22/23,Corona virus,"Jul 20, 2022","Jul 26, 2022",6 days,-
Mangala,21/22,Thigh problems,"Feb 26, 2022","Mar 4, 2022",6 days,-
Mangala,21/22,Corona virus,"Oct 15, 2021","Oct 19, 2021",4 days,1
Mangala,21/22,Torn muscle bundle,"Jul 14, 2021","Sep 7, 2021",55 days,6
Mangala,20/21,Torn muscle fiber,"Mar 15, 2021","Jul 1, 2021",108 days,18
Mangala,19/20,Inner ligament stretch of the knee,"Aug 13, 2019","Aug 26, 2019",13 days,2
Mangala,18/19,Torn muscle fiber,"May 6, 2019","May 31, 2019",25 days,2
Mangala,17/18,muscle stiffness,"Oct 26, 2017","Nov 3, 2017",8 days,1
Mangala,16/17,inflamed wound,"Mar 9, 2017","Mar 16, 2017",7 days,1
Domínguez,22/23,Knee problems,"Mar 4, 2023","Mar 25, 2023",21 days,3
Domínguez,22/23,unknown injury,"Sep 10, 2022","Sep 16, 2022",6 days,1
Domínguez,21/22,Shoulder injury,"Jan 21, 2022","Apr 8, 2022",77 days,9
Domínguez,21/22,unknown injury,"Jan 11, 2022","Jan 16, 2022",5 days,1
Domínguez,21/22,Corona virus,"Dec 30, 2021","Jan 9, 2022",10 days,-
Domínguez,20/21,unknown injury,"Apr 21, 2021","May 31, 2021",40 days,7
Domínguez,20/21,unknown injury,"Mar 3, 2021","Mar 7, 2021",4 days,2
Yates,22/23,Shoulder injury,"Mar 17, 2023","May 8, 2023",52 days,9
Yates,22/23,Ill,"Jan 21, 2023","Feb 24, 2023",34 days,6
Arter,20/21,Ankle injury,"Oct 24, 2020","Nov 3, 2020",10 days,2
Arter,19/20,Shin injury,"Oct 19, 2019","Jan 3, 2020",76 days,17
Arter,18/19,Muscle strain,"Apr 14, 2019","May 31, 2019",47 days,-
Arter,18/19,Knock,"Mar 28, 2019","Mar 30, 2019",2 days,-
Arter,18/19,Muscle strain,"Jan 30, 2019","Feb 8, 2019",9 days,1
Arter,18/19,Groin strain,"Jan 13, 2019","Jan 28, 2019",15 days,1
Arter,18/19,Knock,"Jan 2, 2019","Jan 11, 2019",9 days,1
Arter,18/19,Knock,"Oct 21, 2018","Nov 2, 2018",12 days,1
Arter,18/19,Knock,"Sep 16, 2018","Sep 21, 2018",5 days,-
Arter,16/17,Knee injury,"Oct 15, 2016","Oct 21, 2016",6 days,1
Arter,15/16,unknown injury,"Mar 20, 2016","Apr 29, 2016",40 days,7
Arter,15/16,Hip injury,"Jun 7, 2015","Oct 25, 2015",140 days,17
Gibbs-White,20/21,Broken foot,"Oct 4, 2020","Jan 1, 2021",89 days,22
Gibbs-White,19/20,Ankle injury,"Mar 4, 2020","Jun 6, 2020",94 days,2
Gibbs-White,19/20,Back injury,"Nov 3, 2019","Jan 10, 2020",68 days,16
Gibbs-White,19/20,Knock,"Aug 8, 2019","Aug 10, 2019",2 days,1
Hudson-Odoi,22/23,unknown injury,"Apr 19, 2023","May 9, 2023",20 days,4
Hudson-Odoi,22/23,Knock,"Jan 28, 2023","Feb 1, 2023",4 days,1
Hudson-Odoi,22/23,Knee problems,"Oct 13, 2022","Oct 20, 2022",7 days,1
Hudson-Odoi,21/22,Achilles heel problems,"Feb 28, 2022","May 2, 2022",63 days,15
Hudson-Odoi,20/21,Hip injury,"Dec 3, 2020","Dec 21, 2020",18 days,5
Hudson-Odoi,19/20,Ankle injury,"Jun 15, 2020","Jun 29, 2020",14 days,3
Hudson-Odoi,19/20,Corona virus,"Mar 12, 2020","Mar 26, 2020",14 days,-
Hudson-Odoi,19/20,Hamstring injury,"Feb 3, 2020","Apr 6, 2020",63 days,6
Hudson-Odoi,19/20,minor knock,"Nov 21, 2019","Nov 28, 2019",7 days,2
Hudson-Odoi,18/19,Achilles tendon rupture,"Apr 22, 2019","Sep 12, 2019",143 days,21
Awoniyi,23/24,Groin surgery,"Nov 16, 2023",-,11 days,1
Awoniyi,22/23,Groin injury,"Jan 4, 2023","Apr 1, 2023",87 days,15
Awoniyi,20/21,Torn muscle bundle,"Feb 19, 2021","May 11, 2021",81 days,11
Awoniyi,19/20,concussion,"Jun 15, 2020","Jun 30, 2020",15 days,-
Awoniyi,17/18,Hamstring injury,"Apr 13, 2018","Jun 30, 2018",78 days,-
Wood,22/23,Hamstring injury,"Mar 30, 2023","Jul 3, 2023",95 days,11
Wood,21/22,Hip injury,"May 9, 2022","May 20, 2022",11 days,1
Wood,20/21,Hamstring strain,"Feb 1, 2021","Feb 18, 2021",17 days,5
Wood,19/20,Calf injury,"Jun 5, 2020","Jul 4, 2020",29 days,3
Wood,19/20,Hamstring strain,"Feb 16, 2020","Feb 28, 2020",12 days,1
Wood,19/20,Hamstring strain,"Jan 5, 2020","Jan 10, 2020",5 days,-
Wood,19/20,Calf injury,"Dec 15, 2019","Dec 20, 2019",5 days,-
Wood,19/20,Hamstring injury,"Oct 20, 2019","Nov 8, 2019",19 days,2
Wood,18/19,Knock,"Aug 4, 2018","Aug 11, 2018",7 days,1
Wood,17/18,Foot injury,"Apr 28, 2018","May 13, 2018",15 days,3
Wood,17/18,Knee injury,"Dec 23, 2017","Feb 24, 2018",63 days,11
Origi,22/23,Adductor pain,"May 19, 2023","May 25, 2023",6 days,1
Origi,22/23,Hamstring injury,"Dec 18, 2022","Jan 13, 2023",26 days,3
Origi,22/23,inflammation,"Sep 12, 2022","Oct 4, 2022",22 days,3
Origi,22/23,Muscle fatigue,"Sep 9, 2022","Sep 11, 2022",2 days,1
Origi,22/23,inflammation,"Aug 29, 2022","Aug 31, 2022",2 days,1
Origi,21/22,muscular problems,"Dec 15, 2021","Feb 15, 2022",62 days,13
Origi,19/20,Ankle injury,"Sep 15, 2019","Sep 27, 2019",12 days,3
Origi,18/19,Ill,"Nov 26, 2018","Dec 1, 2018",5 days,1
Origi,17/18,influenza,"Jan 25, 2018","Feb 1, 2018",7 days,1
Origi,17/18,muscular problems,"Jul 27, 2017","Aug 7, 2017",11 days,-
Origi,16/17,Calf injury,"May 22, 2017","Jun 5, 2017",14 days,1
Origi,15/16,Ankle injury,"Apr 21, 2016","May 16, 2016",25 days,7
Origi,15/16,Thigh problems,"Mar 24, 2016","Apr 4, 2016",11 days,2
Origi,15/16,Knee surgery,"Jan 7, 2016","Feb 4, 2016",28 days,8
Origi,15/16,Torn muscle fiber,"Dec 28, 2015","Jan 21, 2016",24 days,7
Flekken,21/22,Corona virus,"Jan 7, 2022","Jan 17, 2022",10 days,2
Flekken,20/21,Elbow injury,"Sep 13, 2020","Mar 22, 2021",190 days,34
Flekken,19/20,Syndesmotic ligament tear,"Aug 1, 2019","Sep 30, 2019",60 days,9
Flekken,18/19,Adductor pain,"Mar 28, 2019","May 1, 2019",34 days,5
Flekken,17/18,Thigh problems,"Apr 27, 2018","May 18, 2018",21 days,3
Flekken,16/17,Hamstring injury,"Feb 17, 2017","Feb 21, 2017",4 days,1
Flekken,14/15,Cruciate ligament tear,"Jul 18, 2014","Jan 5, 2015",171 days,27
Strakosha,22/23,Ankle injury,"Sep 30, 2022","Jan 1, 2023",93 days,20
Strakosha,20/21,Knee problems,"Jan 23, 2021","Feb 23, 2021",31 days,7
Strakosha,20/21,Hamstring injury,"Jan 6, 2021","Jan 18, 2021",12 days,3
Strakosha,20/21,Corona virus,"Nov 3, 2020","Nov 22, 2020",19 days,8
Strakosha,20/21,Quarantine,"Oct 27, 2020","Oct 31, 2020",4 days,1
Strakosha,19/20,flu,"Nov 26, 2019","Nov 30, 2019",4 days,1
Strakosha,18/19,Achilles heel problems,"May 18, 2019","Jul 31, 2019",74 days,11
Strakosha,18/19,Achilles tendon problems,"May 7, 2019","May 13, 2019",6 days,1
Strakosha,17/18,Thigh problems,"Oct 2, 2017","Oct 10, 2017",8 days,6
Strakosha,16/17,influenza,"May 19, 2017","May 24, 2017",5 days,1
Collins,20/21,Hamstring injury,"Oct 25, 2020","Nov 15, 2020",21 days,7
Collins,20/21,Metacarpal fracture,"Sep 21, 2020","Oct 14, 2020",23 days,8
Collins,20/21,Metacarpal fracture,"Aug 28, 2020","Sep 19, 2020",22 days,5
Ajer,21/22,Hamstring injury,"Jul 9, 2022","Aug 31, 2022",53 days,6
Ajer,20/21,Quarantine,"Jan 9, 2021","Jan 19, 2021",10 days,2
Ajer,20/21,Groin injury,"Oct 29, 2020","Nov 7, 2020",9 days,3
Ajer,19/20,Virus,"Jan 25, 2020","Jan 29, 2020",4 days,2
Ajer,19/20,Knee problems,"Aug 29, 2019","Sep 12, 2019",14 days,4
Ajer,19/20,Groin problems,"Aug 29, 2019","Aug 30, 2019",1 days,1
Ajer,18/19,Eyebow fracture,"Nov 11, 2018","Dec 15, 2018",34 days,9
Ajer,18/19,Hamstring injury,"Sep 22, 2018","Oct 27, 2018",35 days,9
Ajer,18/19,Virus,"Sep 18, 2018","Sep 22, 2018",4 days,1
Ajer,16/17,Knee injury,"Jul 22, 2016","Aug 1, 2016",10 days,1
Mee,23/24,Muscle injury,"Sep 26, 2023","Nov 1, 2023",36 days,5
Mee,21/22,Hairline fracture in the fibula,"Mar 1, 2022","Jun 30, 2022",121 days,14
Mee,20/21,Head injury,"Feb 14, 2021","Feb 21, 2021",7 days,2
Mee,20/21,Hamstring strain,"Jul 3, 2020","Nov 5, 2020",125 days,15
Mee,17/18,Shin injury,"Apr 5, 2018","Jun 1, 2018",57 days,7
Zanka,18/19,Ill,"Apr 28, 2019","May 31, 2019",33 days,2
Zanka,18/19,Knock,"Aug 14, 2018","Aug 24, 2018",10 days,1
Henry,23/24,Knee injury,"Sep 16, 2023","Jun 30, 2024",288 days,35
Henry,17/18,Knee injury,"Sep 30, 2017","Nov 23, 2018",419 days,57
Henry,16/17,Shoulder injury,"Aug 15, 2016","Feb 20, 2017",189 days,67
Hickey,22/23,Ankle injury,"Oct 10, 2022","Dec 31, 2022",82 days,9
Hickey,21/22,Corona virus,"Jan 1, 2022","Jan 13, 2022",12 days,1
Hickey,20/21,surgery,"Apr 3, 2021","Jun 7, 2021",65 days,10
Hickey,20/21,Shoulder injury,"Feb 28, 2021","Mar 13, 2021",13 days,2
Hickey,20/21,Corona virus,"Dec 13, 2020","Jan 1, 2021",19 days,4
Hickey,20/21,unknown injury,"Nov 7, 2020","Nov 22, 2020",15 days,2
Hickey,19/20,Knee injury,"Jan 18, 2020","Feb 14, 2020",27 days,7
Hickey,19/20,Knock,"Dec 2, 2019","Dec 13, 2019",11 days,2
Roerslev,20/21,Foot injury,"Sep 1, 2020","Dec 1, 2020",91 days,19
Janelt,18/19,Adductor injury,"Mar 25, 2019","May 31, 2019",67 days,10
Janelt,17/18,Knee problems,"Aug 28, 2017","Nov 13, 2017",77 days,19
Janelt,16/17,Knee problems,"May 10, 2017","Aug 7, 2017",89 days,13
Nørgaard,20/21,Ankle injury,"Dec 25, 2020","Feb 25, 2021",62 days,15
Nørgaard,20/21,Ankle injury,"Oct 4, 2020","Dec 16, 2020",73 days,22
Nørgaard,18/19,unknown injury,"Oct 17, 2018","Nov 1, 2018",15 days,2
Nørgaard,14/15,Broken collarbone,"Aug 4, 2014","Oct 16, 2014",73 days,15
Nørgaard,13/14,Torn knee ligaments,"Mar 13, 2014","May 8, 2014",56 days,12
Nørgaard,13/14,Torn ankle ligaments,"Jul 4, 2013","Aug 15, 2013",42 days,3
Jensen,21/22,Leg injury,"Jul 7, 2021","Aug 31, 2021",55 days,4
Jensen,18/19,Hamstring injury,"Oct 10, 2018","Jan 23, 2019",105 days,18
Jensen,18/19,Groin injury,"Jul 15, 2018","Sep 5, 2018",52 days,10
Dasilva,23/24,Hamstring injury,"Aug 19, 2023",-,100 days,14
Dasilva,20/21,Hip injury,"Feb 28, 2021","Feb 4, 2022",341 days,44
Baptiste,23/24,Shoulder injury,"Aug 25, 2023","Nov 11, 2023",78 days,11
Baptiste,20/21,Knee surgery,"Oct 30, 2020","Mar 30, 2021",151 days,34
Baptiste,20/21,Knee injury,"Sep 23, 2020","Oct 29, 2020",36 days,7
Baptiste,20/21,Knee injury,"Sep 10, 2020","Sep 14, 2020",4 days,1
Baptiste,18/19,Cruciate ligament tear,"Oct 21, 2018","Aug 29, 2019",312 days,53
Ghoddos,21/22,Corona virus,"Mar 19, 2022","Mar 26, 2022",7 days,1
Ghoddos,19/20,Hip injury,"Jan 12, 2020","Feb 25, 2020",44 days,7
Ghoddos,18/19,Appendicitis,"Mar 29, 2019","May 3, 2019",35 days,5
Yarmolyuk,22/23,unknown injury,"Jun 1, 2023","Jun 29, 2023",28 days,-
Yarmolyuk,22/23,unknown injury,"Mar 15, 2023","Apr 6, 2023",22 days,-
Damsgaard,23/24,Knee surgery,"Sep 29, 2023",-,59 days,7
Damsgaard,23/24,Adductor pain,"Aug 26, 2023","Sep 27, 2023",32 days,6
Damsgaard,21/22,Thigh problems,"Oct 12, 2021","Apr 15, 2022",185 days,39
Damsgaard,20/21,Fever,"Mar 3, 2021","Mar 7, 2021",4 days,2
Lewis-Potter,22/23,Knee injury,"Mar 5, 2023","May 2, 2023",58 days,11
Lewis-Potter,22/23,Fitness,"Oct 11, 2022","Oct 31, 2022",20 days,4
Lewis-Potter,22/23,Ligament injury,"Sep 5, 2022","Oct 10, 2022",35 days,6
Mbeumo,19/20,Corona virus,"Jun 19, 2020","Jun 25, 2020",6 days,1
Schade,23/24,Adductor injury,"Sep 23, 2023",-,65 days,9
Schade,21/22,Abdominal muscle strain,"Mar 10, 2022","Sep 11, 2022",185 days,29
Schade,20/21,Broken jaw,"Mar 1, 2021","Apr 5, 2021",35 days,13
Schade,20/21,Torn lateral ankle ligament,"Jan 4, 2021","Feb 15, 2021",42 days,5
Toney,15/16,Ankle injury,"Jan 22, 2016","Mar 22, 2016",60 days,8
Maupay,21/22,Corona virus,"Dec 14, 2021","Dec 25, 2021",11 days,1
Maupay,21/22,Shoulder injury,"Aug 21, 2021","Aug 27, 2021",6 days,2
Maupay,20/21,Hamstring strain,"Nov 29, 2020","Dec 6, 2020",7 days,-
Maupay,19/20,Knee injury,"Sep 22, 2019","Sep 27, 2019",5 days,1
Maupay,16/17,Knee injury,"Jan 27, 2017","Mar 11, 2017",43 days,14
Henderson,22/23,Torn thigh muscle,"Jan 14, 2023",-,317 days,?
Henderson,21/22,Ill,"Aug 2, 2021","Sep 2, 2021",31 days,5
Henderson,20/21,Hip injury,"Jun 14, 2021","Jul 13, 2021",29 days,6
Johnstone,20/21,Virus,"Jan 5, 2021","Jan 18, 2021",13 days,2
Johnstone,13/14,Finger injury,"Aug 19, 2013","Oct 19, 2013",61 days,36
Matthews,22/23,Hip injury,"Nov 5, 2022","Nov 7, 2022",2 days,1
Matthews,16/17,Shoulder injury,"Oct 1, 2016","Jan 1, 2017",92 days,14
Guéhi,20/21,Groin injury,"Mar 9, 2021","Mar 19, 2021",10 days,3
Andersen,20/21,Ankle ligament tear,"Oct 15, 2020","Nov 1, 2020",17 days,2
Andersen,18/19,unknown injury,"Apr 24, 2019","May 26, 2019",32 days,5
Andersen,16/17,Shoulder injury,"Sep 18, 2016","Oct 20, 2016",32 days,6
Andersen,15/16,Ill,"Apr 29, 2016","May 1, 2016",2 days,1
Richards,22/23,Leg injury,"Sep 18, 2022","Nov 14, 2022",57 days,11
Richards,21/22,Hamstring injury,"Apr 18, 2022","Jun 30, 2022",73 days,-
Richards,21/22,Foot injury,"Jan 31, 2022","Mar 31, 2022",59 days,11
Richards,20/21,Hamstring injury,"Apr 26, 2021","Jul 8, 2021",73 days,-
Richards,20/21,minor knock,"Feb 11, 2021","Feb 15, 2021",4 days,1
Richards,20/21,Calf problems,"Oct 5, 2020","Oct 19, 2020",14 days,2
Richards,19/20,Ill,"Oct 17, 2019","Oct 24, 2019",7 days,1
Richards,19/20,Ankle injury,"Jun 10, 2019","Jul 25, 2019",45 days,3
Holding,21/22,Fitness,"Aug 1, 2021","Aug 9, 2021",8 days,-
Holding,20/21,Hamstring injury,"Oct 16, 2020","Oct 30, 2020",14 days,4
Holding,19/20,Knee injury,"Nov 10, 2019","Dec 31, 2019",51 days,10
Holding,18/19,Cruciate ligament tear,"Dec 5, 2018","Aug 31, 2019",269 days,40
Ferguson,21/22,Achilles tendon problems,"Jan 30, 2022","Oct 31, 2022",274 days,33
Ferguson,20/21,Achilles tendon surgery,"May 24, 2021","Nov 27, 2021",187 days,14
Ferguson,20/21,Hamstring injury,"Sep 11, 2020","May 5, 2021",236 days,36
Tomkins,20/21,Ill,"Jan 18, 2021","May 12, 2021",114 days,16
Tomkins,20/21,Hip injury,"Nov 6, 2020","Nov 26, 2020",20 days,2
Tomkins,19/20,Hamstring injury,"Feb 9, 2020","Oct 25, 2020",259 days,19
Tomkins,18/19,Groin injury,"Apr 7, 2019","Sep 13, 2019",159 days,10
Tomkins,18/19,Calf strain,"Feb 3, 2019","Feb 22, 2019",19 days,2
Tomkins,18/19,Hamstring strain,"Jan 31, 2019","Feb 1, 2019",1 days,-
Tomkins,18/19,Knee injury,"Nov 11, 2018","Nov 23, 2018",12 days,-
Tomkins,18/19,Calf strain,"Aug 22, 2018","Sep 14, 2018",23 days,3
Tomkins,16/17,Groin strain,"Dec 9, 2016","Dec 31, 2016",22 days,4
